CABra dataset - Climate attributes
 
clim_p, clim_tmin, clim_tmax, clim_rh, clim_wind, and clim_srad are the long-term mean precipiation, minimum and maximum temperature, relative humidity, wind speed, and solar radiation in the catchment.
clim_et and clim_pet are the long-term mean actual and potential evapotranspiration in the catchment. clim_pet was calculated with Priestley & Taylor method.
aridity_index and p_seasonality are the aridity index and seasonality of precipitation in the catchment.
clim_quality is the quality of climate data based on data source: 1 = REF climatology; 2 = ENS climatology.
 
  CABra ID	     ANA ID	  clim_p	 clim_tmin	 clim_tmax	  clim_rh	 clim_wind	  clim_srad	  clim_et	 clim_pet	 aridity_index	   p_seasonality	 clim_quality
          	           	      mm	        °C	        °C	        %	     m s¯¹	     MJ m¯²	 mm day¯¹	 mm day¯¹	              	                	             
         1	   13880000	    5.64	     21.61	     30.48	    83.17	      0.82	      16.42	     3.87	     5.04	          0.89	            0.46	            2
         2	   14110000	    8.88	     21.83	     28.60	    86.41	      0.42	      16.24	     4.29	     4.96	          0.56	           -0.28	            2
         3	   14230000	    8.52	     22.18	     29.67	    85.71	      0.60	      15.60	     4.28	     4.81	          0.56	           -0.27	            2
         4	   14250000	    8.86	     22.00	     29.13	    86.26	      0.49	      15.99	     4.29	     4.90	          0.55	           -0.26	            2
         5	   14260000	    7.79	     21.91	     28.80	    85.44	      0.67	      16.14	     4.21	     4.94	          0.63	           -0.27	            2
         6	   14280001	    7.86	     21.94	     28.92	    85.49	      0.67	      16.09	     4.22	     4.93	          0.63	           -0.26	            2
         7	   14300000	    8.21	     22.18	     28.69	    85.98	      0.57	      16.05	     4.28	     4.91	          0.60	           -0.22	            2
         8	   14330000	    8.61	     22.02	     29.24	    86.08	      0.55	      15.95	     4.27	     4.90	          0.57	           -0.24	            2
         9	   14420000	    8.40	     22.09	     29.61	    86.21	      0.58	      15.91	     4.24	     4.89	          0.58	           -0.20	            2
        10	   14495000	    5.59	     22.94	     32.50	    80.93	      0.95	      16.73	     4.08	     5.29	          0.95	           -0.52	            1
        11	   14515000	    5.40	     23.03	     32.55	    80.73	      0.96	      16.75	     3.84	     5.29	          0.98	           -0.57	            1
        12	   14550000	    4.14	     23.24	     32.65	    79.87	      0.98	      16.84	     3.10	     5.39	          1.30	           -0.86	            1
        13	   14680001	    5.47	     22.93	     32.50	    81.16	      0.96	      16.77	     4.07	     5.30	          0.97	           -0.54	            1
        14	   14710000	    5.05	     23.13	     32.62	    80.59	      0.96	      16.79	     3.45	     5.30	          1.05	           -0.68	            1
        15	   15030000	    7.09	     20.30	     28.10	    84.29	      0.67	      16.53	     3.81	     4.99	          0.70	            0.12	            2
        16	   15050000	    4.00	     20.39	     32.19	    75.28	      1.01	      17.29	     3.00	     5.36	          1.34	            0.86	            1
        17	   15120001	    3.67	     20.79	     30.43	    74.06	      1.34	      18.02	     2.99	     5.48	          1.49	            0.82	            2
        18	   15250000	    4.66	     19.37	     28.03	    76.49	      1.36	      17.48	     2.82	     5.24	          1.12	            0.77	            2
        19	   15320002	    5.30	     18.81	     27.14	    78.44	      1.21	      17.24	     2.97	     5.15	          0.97	            0.72	            2
        20	   15430000	    5.65	     21.55	     32.01	    83.18	      0.84	      15.86	     3.66	     4.94	          0.88	            0.24	            1
        21	   15431000	    5.75	     21.74	     32.05	    83.53	      0.83	      15.84	     3.53	     4.94	          0.86	            0.10	            1
        22	   15432000	    5.87	     21.67	     32.04	    83.56	      0.83	      15.79	     3.64	     4.94	          0.84	            0.15	            1
        23	   15550000	    5.98	     21.67	     32.04	    83.68	      0.81	      15.77	     3.75	     4.92	          0.82	            0.10	            1
        24	   15558000	    5.18	     20.47	     32.08	    78.79	      0.97	      16.91	     3.35	     5.22	          1.01	            0.73	            1
        25	   15560000	    5.21	     20.70	     32.07	    80.09	      0.92	      16.53	     3.37	     5.12	          0.98	            0.61	            1
        26	   15580000	    5.41	     21.10	     32.07	    81.46	      0.88	      16.25	     3.49	     5.05	          0.93	            0.42	            1
        27	   15630000	    5.33	     19.27	     27.70	    78.86	      1.17	      17.19	     3.08	     5.15	          0.97	            0.71	            2
        28	   15700000	    5.39	     19.44	     27.87	    79.12	      1.15	      17.15	     3.12	     5.15	          0.95	            0.70	            2
        29	   15750000	    5.32	     20.52	     32.20	    80.13	      0.88	      17.00	     3.64	     5.26	          0.99	            0.44	            1
        30	   15800000	    5.93	     21.31	     32.19	    82.09	      0.82	      16.46	     3.76	     5.11	          0.86	           -0.10	            1
        31	   15830000	    5.87	     21.28	     32.16	    81.90	      0.84	      16.42	     3.77	     5.10	          0.87	            0.01	            1
        32	   15910000	    6.38	     22.38	     32.21	    83.77	      0.75	      16.27	     3.88	     5.09	          0.80	           -0.50	            1
        33	   16700000	    6.02	     23.14	     31.74	    80.48	      1.37	      17.71	     3.89	     5.55	          0.92	           -0.66	            1
        34	   17050001	    6.60	     20.39	     28.39	    82.81	      0.81	      16.72	     3.65	     5.05	          0.76	            0.22	            2
        35	   17090000	    5.91	     23.03	     31.47	    81.38	      1.22	      18.21	     4.27	     5.68	          0.96	           -0.66	            1
        36	   17093000	    5.17	     20.17	     32.07	    76.86	      0.96	      17.41	     3.20	     5.38	          1.04	            0.80	            1
        37	   17120000	    5.01	     20.10	     32.38	    76.06	      0.91	      17.58	     3.18	     5.41	          1.08	            0.78	            1
        38	   17200000	    4.70	     19.87	     32.26	    73.95	      0.85	      17.86	     2.79	     5.49	          1.17	            0.83	            1
        39	   17280000	    4.85	     19.92	     32.36	    75.07	      0.89	      17.66	     2.79	     5.44	          1.12	            0.75	            1
        40	   17340000	    5.06	     19.94	     32.39	    76.21	      0.88	      17.55	     2.96	     5.40	          1.07	            0.64	            1
        41	   17345000	    6.00	     20.27	     32.48	    81.36	      0.90	      16.97	     3.54	     5.27	          0.88	           -0.40	            1
        42	   17350000	    5.97	     20.19	     32.48	    81.03	      0.91	      17.01	     3.51	     5.27	          0.88	           -0.28	            1
        43	   17730000	    5.59	     20.94	     32.30	    80.15	      0.85	      17.27	     3.49	     5.34	          0.96	            0.17	            1
        44	   18200000	    5.33	     23.04	     31.36	    80.78	      1.25	      18.30	     4.17	     5.70	          1.07	           -0.74	            1
        45	   18250000	    4.96	     22.52	     31.68	    81.61	      1.15	      17.84	     3.63	     5.53	          1.12	           -0.64	            1
        46	   18280000	    6.10	     23.01	     31.43	    81.26	      1.39	      18.27	     4.16	     5.70	          0.93	           -0.76	            1
        47	   18420000	    4.76	     19.82	     32.29	    73.94	      0.86	      17.83	     3.17	     5.48	          1.15	            0.73	            1
        48	   18460000	    4.95	     20.24	     32.54	    75.95	      0.89	      17.45	     3.30	     5.38	          1.09	            0.03	            1
        49	   18650000	    5.92	     21.67	     32.28	    83.01	      0.93	      17.11	     3.76	     5.32	          0.90	           -0.60	            1
        50	   18850000	    5.20	     21.13	     32.43	    78.96	      0.98	      17.16	     3.49	     5.32	          1.02	           -0.41	            1
        51	   19100000	    6.36	     23.34	     31.65	    81.45	      1.33	      18.34	     4.35	     5.71	          0.90	           -0.81	            1
        52	   19150000	    6.18	     23.16	     31.51	    81.30	      1.36	      18.37	     4.33	     5.71	          0.92	           -0.80	            1
        53	   20050000	    3.96	     17.14	     28.11	    66.97	      1.39	      18.09	     2.62	     5.39	          1.36	            0.83	            1
        54	   20250000	    4.46	     18.81	     30.97	    66.73	      1.23	      18.02	     2.67	     5.51	          1.24	            0.62	            1
        55	   21500000	    3.66	     18.49	     29.37	    65.47	      1.19	      18.39	     2.57	     5.53	          1.51	            0.82	            1
        56	   21850000	    4.15	     20.35	     31.84	    66.19	      1.01	      19.01	     2.55	     5.84	          1.41	           -0.08	            1
        57	   22680000	    4.06	     20.94	     32.86	    70.49	      0.95	      18.86	     2.43	     5.83	          1.44	           -0.33	            1
        58	   22700000	    4.08	     20.97	     32.87	    70.61	      0.95	      18.84	     2.45	     5.83	          1.43	           -0.34	            1
        59	   22900000	    4.30	     21.21	     32.97	    71.64	      0.96	      18.65	     2.63	     5.78	          1.34	           -0.46	            1
        60	   23100000	    4.20	     19.97	     31.50	    68.70	      1.09	      18.52	     2.67	     5.67	          1.35	            0.12	            1
        61	   23250000	    4.12	     21.43	     32.74	    73.59	      0.98	      18.50	     2.72	     5.73	          1.39	           -0.81	            1
        62	   23300000	    4.22	     20.14	     31.64	    69.39	      1.08	      18.49	     2.68	     5.67	          1.34	           -0.02	            1
        63	   23600000	    4.21	     20.22	     31.69	    69.61	      1.08	      18.47	     2.68	     5.67	          1.35	           -0.08	            1
        64	   23700000	    4.19	     20.26	     31.72	    69.71	      1.07	      18.46	     2.69	     5.66	          1.35	           -0.11	            1
        65	   24050000	    4.50	     18.23	     31.07	    70.83	      0.82	      17.65	     2.71	     5.38	          1.20	            0.92	            1
        66	   24200000	    4.33	     18.69	     31.49	    70.66	      0.76	      17.67	     2.75	     5.40	          1.25	            0.89	            1
        67	   24500000	    4.43	     19.17	     32.01	    72.30	      0.72	      17.59	     2.85	     5.40	          1.22	            0.90	            1
        68	   24700000	    4.30	     19.07	     31.85	    71.21	      0.73	      17.69	     2.79	     5.42	          1.26	            0.87	            1
        69	   24750000	    4.31	     18.51	     31.08	    68.57	      0.93	      17.79	     2.66	     5.42	          1.26	            0.85	            1
        70	   24780000	    4.35	     18.73	     31.33	    69.36	      0.82	      17.82	     2.74	     5.44	          1.25	            0.84	            1
        71	   24800000	    4.31	     18.88	     31.43	    69.02	      0.87	      17.84	     2.66	     5.44	          1.26	            0.83	            1
        72	   24850000	    4.30	     19.04	     31.75	    70.57	      0.77	      17.74	     2.76	     5.43	          1.26	            0.86	            1
        73	   24900000	    4.06	     18.69	     31.03	    67.57	      1.02	      17.82	     2.71	     5.43	          1.34	            0.81	            1
        74	   24950000	    4.18	     19.22	     31.40	    67.43	      1.05	      17.91	     2.66	     5.48	          1.31	            0.67	            1
        75	   25130000	    4.44	     19.90	     31.84	    67.23	      1.07	      18.03	     2.76	     5.53	          1.24	            0.31	            1
        76	   25200000	    4.28	     19.20	     31.75	    69.77	      0.84	      17.83	     2.73	     5.45	          1.27	            0.80	            1
        77	   25700000	    4.28	     19.23	     31.73	    69.58	      0.87	      17.88	     2.72	     5.46	          1.27	            0.75	            1
        78	   25950000	    4.29	     19.25	     31.62	    69.25	      0.93	      17.96	     2.71	     5.48	          1.28	            0.68	            1
        79	   26050000	    4.57	     19.44	     32.17	    73.15	      0.76	      17.80	     2.68	     5.48	          1.20	            0.87	            1
        80	   26100000	    4.45	     19.43	     32.24	    72.81	      0.75	      17.86	     2.74	     5.49	          1.23	            0.84	            1
        81	   26300000	    4.33	     19.57	     32.29	    71.80	      0.76	      18.04	     2.74	     5.52	          1.28	            0.65	            1
        82	   26350000	    4.31	     19.66	     32.28	    71.43	      0.79	      18.11	     2.70	     5.54	          1.28	            0.57	            1
        83	   27500000	    4.47	     20.16	     32.34	    71.71	      0.94	      18.12	     2.78	     5.56	          1.24	            0.22	            1
        84	   28150000	    4.89	     21.04	     32.58	    77.66	      1.11	      17.75	     3.04	     5.48	          1.12	           -0.88	            1
        85	   28300000	    4.52	     20.32	     32.40	    72.45	      0.96	      18.07	     2.81	     5.55	          1.23	            0.07	            1
        86	   28850000	    4.52	     20.35	     32.40	    72.52	      0.96	      18.07	     2.81	     5.55	          1.23	            0.03	            1
        87	   29050000	    4.38	     20.37	     32.13	    71.41	      1.01	      18.23	     2.76	     5.60	          1.28	           -0.07	            1
        88	   29100000	    4.85	     22.28	     32.44	    79.13	      1.14	      17.04	     3.36	     5.33	          1.10	           -0.86	            1
        89	   29700000	    4.43	     20.55	     32.16	    72.05	      1.02	      18.15	     2.81	     5.58	          1.26	           -0.16	            1
        90	   30300000	    7.20	     23.36	     31.56	    81.59	      1.38	      18.45	     4.47	     5.73	          0.80	           -0.81	            1
        91	   30400000	    7.50	     23.45	     31.55	    81.81	      1.40	      18.49	     4.42	     5.74	          0.77	           -0.82	            1
        92	   31700000	    5.25	     22.90	     32.56	    79.58	      1.22	      18.21	     3.33	     5.66	          1.08	           -0.88	            1
        93	   32450002	    5.93	     22.55	     31.72	    81.76	      1.59	      18.40	     3.72	     5.67	          0.96	           -0.75	            1
        94	   32620000	    4.84	     22.61	     32.45	    78.74	      1.41	      18.41	     3.26	     5.70	          1.18	           -0.80	            1
        95	   32740000	    5.29	     22.98	     31.96	    80.48	      1.67	      18.54	     3.41	     5.73	          1.08	           -0.77	            1
        96	   32830000	    5.13	     22.85	     32.58	    78.66	      1.67	      18.69	     3.35	     5.79	          1.13	           -0.76	            1
        97	   33025000	    3.75	     22.13	     33.04	    74.01	      1.11	      18.18	     2.68	     5.66	          1.51	           -0.81	            1
        98	   33170000	    3.82	     22.17	     32.93	    74.18	      1.32	      18.50	     2.73	     5.74	          1.50	           -0.71	            1
        99	   33190000	    4.06	     22.37	     32.89	    75.11	      1.34	      18.47	     2.83	     5.73	          1.41	           -0.75	            1
       100	   33205000	    2.92	     21.64	     32.69	    71.80	      1.08	      18.47	     2.43	     5.73	          1.96	           -0.81	            1
       101	   33250000	    2.97	     21.57	     32.70	    72.42	      1.17	      18.49	     2.39	     5.72	          1.92	           -0.74	            1
       102	   33260000	    3.03	     21.57	     32.70	    72.52	      1.20	      18.51	     2.43	     5.72	          1.89	           -0.72	            1
       103	   33270000	    3.19	     21.53	     32.76	    72.42	      1.28	      18.71	     2.49	     5.77	          1.81	           -0.71	            1
       104	   33281000	    3.23	     21.68	     32.80	    72.70	      1.26	      18.63	     2.53	     5.76	          1.78	           -0.72	            1
       105	   33290000	    3.30	     21.74	     32.84	    72.75	      1.27	      18.66	     2.55	     5.77	          1.75	           -0.73	            1
       106	   33321000	    3.04	     21.67	     32.71	    72.48	      1.02	      18.32	     2.52	     5.68	          1.87	           -0.86	            1
       107	   33330000	    3.23	     21.80	     32.84	    72.85	      1.06	      18.27	     2.56	     5.67	          1.76	           -0.77	            1
       108	   33380000	    3.50	     21.92	     32.86	    73.40	      1.22	      18.46	     2.62	     5.72	          1.63	           -0.76	            1
       109	   33420000	    3.12	     21.48	     32.83	    70.10	      1.17	      18.82	     2.50	     5.83	          1.87	           -0.69	            1
       110	   33450000	    3.07	     21.57	     32.74	    71.31	      1.15	      18.61	     2.37	     5.77	          1.88	           -0.75	            1
       111	   33460000	    3.16	     21.55	     32.77	    71.31	      1.19	      18.68	     2.46	     5.79	          1.83	           -0.74	            1
       112	   33480000	    3.19	     21.51	     32.81	    70.75	      1.19	      18.76	     2.55	     5.81	          1.82	           -0.71	            1
       113	   33520000	    3.35	     21.69	     33.04	    70.04	      1.29	      19.19	     2.82	     5.94	          1.78	           -0.70	            1
       114	   33530000	    3.29	     21.63	     32.93	    70.80	      1.25	      18.97	     2.66	     5.87	          1.79	           -0.70	            1
       115	   33550000	    3.36	     21.74	     33.02	    70.96	      1.27	      19.10	     2.70	     5.91	          1.76	           -0.70	            1
       116	   33590000	    3.43	     21.82	     33.08	    71.10	      1.29	      19.18	     2.70	     5.93	          1.73	           -0.71	            1
       117	   33620000	    3.91	     22.26	     33.32	    72.74	      1.41	      19.33	     2.90	     5.98	          1.53	           -0.72	            1
       118	   33630000	    3.52	     21.90	     33.11	    71.39	      1.31	      19.21	     2.73	     5.94	          1.69	           -0.71	            1
       119	   33680000	    3.63	     22.00	     33.12	    71.71	      1.33	      19.23	     2.76	     5.95	          1.64	           -0.72	            1
       120	   33730000	    4.38	     22.60	     33.10	    73.44	      1.58	      20.11	     2.88	     6.20	          1.41	           -0.75	            1
       121	   33760000	    4.37	     22.71	     32.89	    74.76	      1.75	      20.09	     2.92	     6.20	          1.42	           -0.79	            1
       122	   33780000	    4.40	     22.69	     32.99	    74.19	      1.63	      19.99	     2.92	     6.17	          1.40	           -0.77	            1
       123	   34020000	    3.20	     20.43	     33.00	    68.85	      1.02	      19.37	     2.35	     5.97	          1.86	           -0.07	            1
       124	   34060000	    3.34	     20.65	     32.96	    69.25	      1.02	      19.21	     2.44	     5.93	          1.77	           -0.33	            1
       125	   34090000	    2.74	     20.57	     33.17	    66.29	      1.17	      19.51	     2.30	     6.02	          2.20	           -0.42	            1
       126	   34130000	    3.77	     21.10	     32.83	    72.20	      0.97	      18.78	     2.46	     5.82	          1.54	           -0.65	            1
       127	   34170000	    3.40	     21.33	     32.71	    71.52	      1.01	      18.73	     2.44	     5.80	          1.71	           -0.70	            1
       128	   34251000	    2.47	     19.95	     33.08	    63.43	      1.27	      20.11	     2.24	     6.16	          2.50	            0.02	            1
       129	   34270000	    2.44	     20.14	     33.16	    63.40	      1.30	      20.06	     2.21	     6.16	          2.52	           -0.15	            1
       130	   34770000	    2.27	     22.08	     33.34	    65.58	      1.82	      20.32	     1.84	     6.30	          2.78	           -0.56	            1
       131	   34940000	    3.78	     22.07	     33.72	    71.53	      1.53	      20.52	     2.46	     6.33	          1.67	           -0.76	            1
       132	   34980000	    3.44	     22.11	     33.66	    71.55	      1.64	      20.56	     2.36	     6.35	          1.84	           -0.77	            1
       133	   35260000	    1.89	     22.09	     32.35	    69.85	      2.21	      19.91	     1.53	     6.14	          3.24	           -0.65	            1
       134	   36045000	    1.64	     20.95	     31.91	    62.20	      2.19	      20.46	     1.43	     6.28	          3.84	           -0.21	            1
       135	   36160000	    1.82	     21.50	     32.39	    62.72	      2.21	      20.51	     1.57	     6.32	          3.47	           -0.28	            1
       136	   36250000	    2.23	     20.78	     31.53	    64.63	      2.29	      20.76	     1.82	     6.35	          2.85	            0.17	            1
       137	   36290000	    2.45	     21.16	     32.01	    64.37	      2.26	      20.86	     1.95	     6.39	          2.61	            0.01	            1
       138	   36390000	    2.07	     21.67	     32.61	    64.04	      2.28	      20.80	     1.72	     6.40	          3.09	           -0.26	            1
       139	   36580000	    1.90	     22.26	     32.80	    66.63	      2.32	      20.37	     1.65	     6.29	          3.31	           -0.51	            1
       140	   37380000	    2.23	     19.95	     30.67	    65.57	      2.41	      20.92	     1.91	     6.31	          2.82	            0.22	            1
       141	   37410000	    2.28	     20.47	     31.42	    65.17	      2.39	      21.03	     1.89	     6.38	          2.80	            0.11	            1
       142	   37470000	    2.18	     20.82	     31.86	    64.94	      2.45	      21.02	     1.80	     6.40	          2.93	            0.11	            1
       143	   37515000	    1.57	     21.76	     32.08	    67.55	      2.76	      20.39	     1.12	     6.29	          4.02	            0.20	            1
       144	   38170000	    2.30	     22.34	     30.87	    71.57	      2.93	      20.66	     1.47	     6.28	          2.73	            0.06	            1
       145	   38485000	    2.11	     22.10	     30.78	    72.75	      2.84	      20.27	     1.49	     6.18	          2.93	            0.05	            1
       146	   38650000	    2.20	     21.06	     29.59	    73.32	      2.78	      19.93	     1.42	     6.06	          2.75	           -0.00	            1
       147	   38830000	    1.71	     19.32	     30.29	    70.59	      2.69	      20.30	     1.41	     6.13	          3.59	            0.28	            1
       148	   38850000	    1.50	     20.93	     31.56	    67.30	      2.76	      20.55	     1.14	     6.29	          4.19	            0.31	            1
       149	   38860000	    1.63	     20.07	     30.44	    70.49	      2.73	      20.25	     1.24	     6.14	          3.77	            0.22	            1
       150	   38895000	    1.81	     20.30	     30.09	    72.06	      2.71	      20.10	     1.36	     6.08	          3.35	            0.10	            1
       151	   39084010	    2.46	     20.85	     29.53	    76.35	      2.62	      19.80	     2.06	     5.97	          2.43	           -0.16	            1
       152	   39185000	    2.17	     20.41	     29.44	    75.76	      2.67	      19.86	     1.72	     5.99	          2.76	           -0.08	            1
       153	   39360000	    1.80	     19.00	     28.56	    75.29	      2.70	      19.81	     1.50	     5.94	          3.31	           -0.08	            1
       154	   39540000	    2.03	     19.03	     28.14	    75.85	      2.70	      19.76	     1.49	     5.91	          2.91	           -0.18	            1
       155	   39560000	    2.47	     19.69	     28.48	    76.41	      2.68	      19.76	     1.82	     5.93	          2.40	           -0.27	            1
       156	   39770000	    3.32	     19.48	     28.13	    76.98	      2.61	      19.61	     2.45	     5.83	          1.76	           -0.38	            1
       157	   39980000	    2.74	     20.27	     29.71	    76.26	      2.41	      19.44	     2.05	     5.83	          2.13	           -0.45	            1
       158	   40070000	    4.19	     15.84	     28.21	    72.54	      1.17	      17.69	     2.60	     5.24	          1.25	            1.00	            1
       159	   40100000	    4.13	     15.83	     28.56	    72.31	      1.14	      17.66	     2.57	     5.23	          1.27	            1.00	            1
       160	   41650002	    3.79	     16.16	     28.20	    71.09	      1.13	      17.53	     2.61	     5.21	          1.37	            0.99	            1
       161	   41818000	    3.68	     16.04	     28.24	    71.33	      1.14	      17.52	     2.56	     5.21	          1.42	            0.99	            1
       162	   41990000	    3.46	     16.08	     28.20	    71.50	      1.18	      17.71	     2.45	     5.26	          1.52	            1.00	            1
       163	   42210000	    3.60	     16.31	     28.82	    71.14	      1.18	      17.99	     2.47	     5.35	          1.49	            1.00	            1
       164	   42395000	    3.91	     17.62	     29.25	    69.25	      1.25	      18.52	     2.43	     5.54	          1.41	            0.98	            1
       165	   42690001	    3.74	     17.73	     29.54	    68.31	      1.24	      18.49	     2.38	     5.54	          1.48	            0.98	            1
       166	   42980000	    3.66	     17.78	     29.62	    68.42	      1.24	      18.58	     2.35	     5.57	          1.52	            0.98	            1
       167	   43200000	    3.58	     16.79	     29.13	    70.27	      1.20	      18.21	     2.42	     5.43	          1.52	            1.00	            1
       168	   43429998	    3.72	     18.15	     30.16	    65.74	      1.14	      18.41	     2.37	     5.57	          1.50	            0.96	            1
       169	   43670000	    3.59	     18.25	     30.51	    66.07	      1.15	      18.48	     2.38	     5.60	          1.56	            0.97	            1
       170	   43880000	    3.49	     18.28	     30.62	    66.35	      1.15	      18.54	     2.35	     5.62	          1.61	            0.97	            1
       171	   44200000	    3.55	     17.03	     29.38	    69.68	      1.19	      18.28	     2.41	     5.47	          1.54	            1.00	            1
       172	   44250000	    2.99	     18.47	     31.28	    65.17	      1.30	      19.45	     2.31	     5.90	          1.98	            0.98	            1
       173	   44290002	    3.51	     17.10	     29.49	    69.46	      1.20	      18.36	     2.40	     5.49	          1.56	            1.00	            1
       174	   44500000	    3.46	     17.16	     29.58	    69.25	      1.21	      18.43	     2.39	     5.52	          1.59	            1.00	            1
       175	   44540000	    2.34	     18.74	     31.74	    63.87	      1.53	      20.16	     2.08	     6.09	          2.60	            0.99	            1
       176	   44670000	    2.59	     17.85	     30.45	    66.80	      1.37	      19.53	     2.11	     5.87	          2.27	            1.00	            1
       177	   45210000	    3.15	     18.53	     30.91	    65.00	      1.25	      19.19	     2.20	     5.82	          1.85	            0.97	            1
       178	   45260000	    3.03	     18.55	     31.06	    64.90	      1.28	      19.35	     2.20	     5.87	          1.94	            0.97	            1
       179	   45298000	    3.28	     17.43	     29.83	    68.41	      1.25	      18.65	     2.33	     5.60	          1.70	            1.00	            1
       180	   45480000	    3.21	     17.54	     29.92	    68.01	      1.27	      18.75	     2.30	     5.63	          1.76	            1.00	            1
       181	   45910001	    2.98	     18.99	     30.95	    64.63	      1.20	      19.36	     2.23	     5.90	          1.98	            0.90	            1
       182	   45960001	    2.97	     18.99	     30.98	    64.58	      1.21	      19.39	     2.23	     5.90	          1.99	            0.90	            1
       183	   46035000	    3.17	     17.72	     30.06	    67.58	      1.27	      18.83	     2.29	     5.66	          1.79	            0.99	            1
       184	   46105000	    3.17	     17.72	     30.06	    67.58	      1.27	      18.83	     2.29	     5.66	          1.79	            0.99	            1
       185	   46150000	    3.12	     17.79	     30.13	    67.33	      1.28	      18.89	     2.27	     5.68	          1.82	            0.99	            1
       186	   46360000	    3.05	     17.87	     30.18	    67.08	      1.30	      18.94	     2.25	     5.70	          1.87	            0.99	            1
       187	   46550000	    3.03	     19.40	     31.76	    64.68	      1.16	      19.57	     2.36	     6.00	          1.98	            0.70	            1
       188	   46610000	    3.10	     19.48	     31.83	    64.89	      1.14	      19.56	     2.33	     6.00	          1.93	            0.65	            1
       189	   46650000	    3.07	     19.47	     31.86	    64.86	      1.15	      19.58	     2.33	     6.00	          1.95	            0.64	            1
       190	   46675000	    3.01	     19.46	     31.91	    64.65	      1.17	      19.65	     2.32	     6.02	          2.00	            0.64	            1
       191	   46790000	    3.00	     19.86	     32.40	    66.41	      1.08	      19.67	     2.27	     6.06	          2.02	            0.33	            1
       192	   46830000	    2.92	     19.74	     32.44	    65.82	      1.12	      19.79	     2.30	     6.08	          2.09	            0.36	            1
       193	   46870000	    2.87	     19.70	     32.47	    65.43	      1.14	      19.86	     2.31	     6.10	          2.13	            0.38	            1
       194	   46902000	    2.90	     19.52	     32.16	    64.66	      1.18	      19.80	     2.31	     6.06	          2.09	            0.55	            1
       195	   48020000	    2.76	     18.46	     30.66	    65.87	      1.41	      19.29	     2.15	     5.83	          2.12	            0.97	            1
       196	   48290000	    2.71	     18.56	     30.69	    65.71	      1.44	      19.32	     2.12	     5.84	          2.16	            0.97	            1
       197	   48590000	    2.66	     18.67	     30.74	    65.56	      1.49	      19.37	     2.09	     5.86	          2.20	            0.96	            1
       198	   49330000	    2.57	     18.79	     30.71	    65.77	      1.57	      19.43	     2.04	     5.88	          2.29	            0.96	            1
       199	   49370000	    2.56	     18.80	     30.71	    65.82	      1.58	      19.44	     2.03	     5.89	          2.30	            0.96	            1
       200	   49660000	    2.55	     18.83	     30.69	    66.01	      1.60	      19.44	     2.02	     5.89	          2.31	            0.96	            1
       201	   49705000	    2.55	     18.84	     30.69	    66.05	      1.60	      19.44	     2.02	     5.89	          2.31	            0.96	            1
       202	   50191000	    1.78	     20.62	     30.54	    70.35	      2.41	      19.48	     1.46	     5.93	          3.34	            0.14	            1
       203	   50250000	    2.24	     20.64	     30.06	    74.55	      2.26	      19.09	     1.85	     5.78	          2.58	           -0.10	            1
       204	   50290000	    2.42	     20.66	     29.97	    74.87	      2.25	      19.09	     1.94	     5.77	          2.39	           -0.17	            1
       205	   50420000	    1.90	     19.89	     29.88	    67.09	      2.22	      18.94	     1.69	     5.76	          3.03	            0.43	            1
       206	   50465000	    1.84	     20.06	     30.11	    66.83	      2.26	      18.83	     1.73	     5.73	          3.12	            0.41	            1
       207	   50520000	    1.65	     20.09	     30.31	    68.22	      2.26	      18.86	     1.56	     5.74	          3.48	            0.40	            1
       208	   50540000	    1.65	     20.12	     30.34	    68.62	      2.25	      18.85	     1.56	     5.74	          3.48	            0.39	            1
       209	   50595000	    1.70	     20.18	     30.39	    69.62	      2.25	      18.87	     1.62	     5.74	          3.37	            0.30	            1
       210	   50620000	    2.22	     20.17	     30.19	    75.33	      2.16	      18.61	     1.93	     5.64	          2.54	            0.05	            1
       211	   50660000	    2.47	     20.20	     30.15	    75.55	      2.15	      18.65	     2.10	     5.65	          2.29	           -0.05	            1
       212	   50720000	    2.41	     20.15	     29.98	    75.84	      2.05	      18.53	     2.05	     5.61	          2.32	            0.03	            1
       213	   50730000	    2.72	     20.10	     30.04	    76.08	      2.11	      18.57	     2.34	     5.62	          2.07	           -0.04	            1
       214	   50740000	    2.87	     20.09	     30.00	    76.39	      2.07	      18.60	     2.57	     5.61	          1.95	           -0.11	            1
       215	   51120000	    2.35	     18.89	     29.50	    68.35	      1.65	      18.24	     2.14	     5.61	          2.39	            0.75	            1
       216	   51140000	    2.10	     19.10	     29.81	    67.43	      1.79	      18.69	     1.73	     5.72	          2.72	            0.84	            1
       217	   51170000	    2.16	     19.28	     29.89	    68.22	      1.92	      18.79	     1.89	     5.70	          2.64	            0.57	            1
       218	   51190000	    2.14	     19.17	     29.84	    67.72	      1.82	      18.70	     1.82	     5.71	          2.66	            0.74	            1
       219	   51230000	    2.12	     18.77	     29.37	    69.19	      1.65	      18.14	     1.97	     5.47	          2.58	            0.71	            1
       220	   51240000	    2.18	     19.09	     29.73	    68.12	      1.76	      18.52	     1.91	     5.65	          2.59	            0.74	            1
       221	   51280000	    2.06	     19.06	     29.74	    68.97	      1.74	      18.43	     1.83	     5.60	          2.72	            0.74	            1
